YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,SEX,AGE,EDUC,EDUCD,WKSWORK1,UHRSWORK,INCTOT,INCWAGE
2020,202001,444898,2020000509723,12969,2020004448981,10021,1,3,13231,2,18,5,50,0,0,0,0
2020,202001,445160,2020000529573,7074,2020004451601,20021,1,1,7074,2,24,10,101,10,40,4500,4500
2020,202001,445160,2020000529573,7074,2020004451601,20021,1,2,12183,1,23,6,63,52,40,15000,15000
2020,202001,445291,2020000539672,5764,2020004452911,40021,1,1,5764,2,54,0,2,50,50,2500,0
2020,202001,445422,2020000549808,11397,2020004454221,10021,1,1,11397,1,59,6,63,0,0,34600,0
2020,202001,445684,2020000568625,29606,2020004456841,10021,1,1,29606,1,23,6,63,40,40,20000,20000
2020,202001,445684,2020000568625,29606,2020004456841,10021,1,2,25938,2,23,6,63,32,30,15000,15000
2020,202001,445815,2020000578086,5764,2020004458151,190121,1,2,4847,2,54,8,81,0,0,0,0
2020,202001,445815,2020000578086,5764,2020004458151,190121,1,3,7336,2,23,8,81,2,40,16200,16200
2020,202001,445815,2020000578086,5764,2020004458151,190121,1,4,4978,1,19,7,71,52,20,8300,8300
2020,202001,445946,2020000586189,9301,2020004459461,110021,1,1,9301,2,35,7,71,44,40,17000,17000
2020,202001,445946,2020000586189,9301,2020004459461,110021,1,2,10349,1,24,6,65,52,40,16000,16000
2020,202001,446077,2020000595733,18602,2020004460771,50021,1,1,18602,1,26,10,101,52,40,36000,36000
2020,202001,446077,2020000595733,18602,2020004460771,50021,1,2,19519,2,26,11,114,52,45,40000,40000
2020,202001,446208,2020000607494,17816,2020004462081,260021,1,1,17816,2,44,6,63,6,40,28000,26000
2020,202001,446208,2020000607494,17816,2020004462081,260021,1,2,24235,2,21,10,101,36,35,15000,15000
2020,202001,446339,2020000616851,16113,2020004463391,110021,1,1,16113,1,37,6,63,52,38,20000,20000
2020,202001,446339,2020000616851,16113,2020004463391,110021,1,2,13231,2,35,8,81,52,40,18200,18200
2020,202001,446601,2020000636155,13755,2020004466011,240021,1,1,13755,1,49,7,71,52,50,67000,67000
2020,202001,446732,2020000644798,9956,2020004467321,170121,1,1,9956,2,45,7,71,52,40,40000,40000
2020,202001,446863,2020000654079,12969,2020004468631,170421,1,1,12969,1,47,10,101,52,40,81000,81000
2020,202001,446863,2020000654079,12969,2020004468631,170421,1,2,16637,2,43,10,101,0,0,0,0
2020,202001,446994,2020000663833,13362,2020004469941,80021,1,1,13362,2,25,2,23,6,45,2300,2300
2020,202001,446994,2020000663833,13362,2020004469941,80021,1,2,12838,1,48,6,63,8,40,15000,15000
2020,202001,447256,2020000684635,10349,2020004472561,280021,1,2,13755,1,24,6,63,0,0,8400,0
2020,202001,447780,2020000722925,16768,2020004477801,10021,1,1,16768,1,58,6,63,52,40,24000,24000
2020,202001,447911,2020000733914,5240,2020004479111,170421,1,1,5240,1,55,11,115,40,25,258000,0
2020,202001,447911,2020000733914,5240,2020004479111,170421,1,2,5633,2,48,10,101,52,50,150000,150000
2020,202001,448042,2020000743475,15720,2020004480421,130021,1,1,15720,1,60,6,63,52,40,100000,100000
2020,202001,448042,2020000743475,15720,2020004480421,130021,1,2,15065,2,57,8,81,0,0,0,0
2020,202001,448042,2020000743475,15720,2020004480421,130021,1,3,20043,1,24,10,101,52,40,45000,45000
2020,202001,448304,2020000760707,22532,2020004483041,110021,1,1,22532,1,43,6,63,52,40,75000,75000
2020,202001,448435,2020000770217,8646,2020004484351,190121,1,1,8646,1,24,6,61,4,25,10000,10000
2020,202001,448435,2020000770217,8646,2020004484351,190121,1,2,11004,1,24,7,71,52,40,40000,40000
2020,202001,448566,2020000781420,1834,2020004485661,170221,1,1,1834,1,59,10,101,52,40,842000,410000
2020,202001,448566,2020000781420,1834,2020004485661,170221,1,2,2227,2,56,10,101,52,40,407000,75000
2020,202001,448828,2020000802025,9039,2020004488281,60021,1,2,10742,2,60,6,61,0,0,0,0
2020,202001,449221,2020000829252,9563,2020004492211,130021,1,2,15589,2,39,6,65,4,32,6430,5600
2020,202001,449614,2020000859728,19781,2020004496141,160021,1,1,19781,2,38,10,101,52,50,90000,90000
2020,202001,449745,2020000870857,10480,2020004497451,60021,1,1,10480,2,58,6,65,52,40,29000,29000
2020,202001,450007,2020000892732,786,2020004500071,170421,1,1,786,1,58,8,81,52,45,47000,47000
2020,202001,450269,2020000911478,30261,2020004502691,40021,1,1,30261,1,53,6,63,0,0,14000,0
2020,202001,450531,2020000931500,53579,2020004505311,30021,1,1,53579,2,40,6,65,52,40,36000,34000
2020,202001,450531,2020000931500,53579,2020004505311,30021,1,2,46898,1,37,10,101,52,70,35000,35000
2020,202001,450531,2020000931500,53579,2020004505311,30021,1,3,44540,2,20,6,63,35,30,30000,30000
2020,202001,450662,2020000940245,13362,2020004506621,280021,1,1,13362,1,43,11,114,52,45,163200,150000
2020,202001,450662,2020000940245,13362,2020004506621,280021,1,2,12183,2,39,8,81,52,40,45000,45000
2020,202001,450793,2020000949119,69299,2020004507931,250021,1,1,69299,2,45,6,63,42,40,18000,18000
2020,202001,450793,2020000949119,69299,2020004507931,250021,1,2,65762,1,49,3,30,52,55,80000,80000
2020,202001,450793,2020000949119,69299,2020004507931,250021,1,3,59474,2,18,6,63,52,42,12000,12000
2020,202001,450793,2020000949119,69299,2020004507931,250021,1,8,70478,2,27,7,71,12,15,1500,1500
2020,202001,451186,2020000976414,22401,2020004511861,10021,1,1,22401,1,45,10,101,52,40,45200,42000
2020,202001,451186,2020000976414,22401,2020004511861,10021,1,2,18995,2,45,5,50,52,40,42000,42000
2020,202001,451317,2020000987289,13231,2020004513171,270021,1,1,13231,1,39,8,81,52,40,48000,48000
2020,202001,451448,2020000997705,7074,2020004514481,170221,1,1,7074,1,43,6,63,52,60,73000,73000
2020,202001,451448,2020000997705,7074,2020004514481,170221,1,3,12576,2,21,6,63,35,20,19500,6000
2020,202001,451579,2020001007248,8253,2020004515791,120021,1,2,11790,1,40,6,63,0,0,10700,0
2020,202001,451710,2020001016653,12052,2020004517101,140021,1,1,12052,2,28,6,63,52,40,31200,31200
2020,202001,451710,2020001016653,12052,2020004517101,140021,1,2,11528,1,42,6,63,52,40,28400,28400
2020,202001,452234,2020001055775,6812,2020004522341,190221,1,2,13886,1,34,7,71,14,2,9900,600
2020,202001,452365,2020001064731,16768,2020004523651,230021,1,1,16768,1,42,8,81,52,45,45000,45000
2020,202001,452365,2020001064731,16768,2020004523651,230021,1,2,17423,2,40,8,81,52,20,12000,12000
2020,202001,452365,2020001064731,16768,2020004523651,230021,1,3,17947,1,18,6,63,15,15,2000,2000
2020,202001,452496,2020001076234,16768,2020004524961,210021,1,1,16768,2,46,6,65,0,0,11200,0
2020,202001,452496,2020001076234,16768,2020004524961,210021,1,2,16113,1,46,11,114,52,60,65000,65000
2020,202001,452496,2020001076234,16768,2020004524961,210021,1,3,16768,1,25,6,64,52,45,20000,20000
2020,202001,452627,2020001085459,24497,2020004526271,230021,1,1,24497,2,51,6,63,52,40,35000,35000
2020,202001,452627,2020001085459,24497,2020004526271,230021,1,2,29213,1,56,6,63,52,40,40000,40000
2020,202001,452758,2020001095391,4716,2020004527581,100021,1,1,4716,2,56,8,81,52,40,14000,14000
2020,202001,453020,2020001117245,4847,2020004530201,210021,1,1,4847,2,36,11,115,52,40,45000,45000
2020,202001,453020,2020001117245,4847,2020004530201,210021,1,2,5240,1,40,7,71,52,40,57300,45000
2020,202001,453151,2020001125183,15196,2020004531511,120021,1,1,15196,1,39,6,64,0,0,0,0
2020,202001,453151,2020001125183,15196,2020004531511,120021,1,2,17685,2,43,6,65,44,50,34000,34000
2020,202001,453413,2020010008190,10742,2020004534131,30022,3,1,10742,1,25,6,63,52,45,7900,7900
2020,202001,453937,2020010040603,6943,2020004539371,240222,4,1,6943,2,20,7,71,0,0,0,0
2020,202001,454068,2020010048614,9563,2020004540681,210022,3,1,9563,1,47,10,101,0,0,0,0
2020,202001,454199,2020010056336,1834,2020004541991,240122,4,1,1834,1,35,6,64,0,0,4300,0
2020,202001,454330,2020010064163,7991,2020004543301,180022,3,1,7991,1,25,4,40,0,0,0,0
2020,202001,454461,2020010072458,4454,2020004544611,120122,4,1,4454,2,18,6,65,0,0,0,0
2020,202001,454592,2020010081671,2751,2020004545921,230122,4,1,2751,2,32,6,64,0,0,4300,0
2020,202001,454723,2020010088848,9694,2020004547231,70022,4,1,9694,1,19,6,65,30,42,11000,11000
2020,202001,455116,2020010113984,4847,2020004551161,240122,4,1,4847,2,19,7,71,12,40,1000,1000
2020,202001,455247,2020010122875,5240,2020004552471,110022,3,1,5240,1,58,7,71,0,0,11200,0
2020,202001,455509,2020010139142,10087,2020004555091,60022,3,1,10087,1,30,0,2,0,0,0,0
2020,202001,456033,2020010176529,4323,2020004560331,150122,4,1,4323,1,18,6,65,0,0,11000,0
2020,202001,456164,2020010184484,6157,2020004561641,240222,4,1,6157,2,20,7,71,0,0,0,0
2020,202001,456557,2020000034204,20829,2020004565571,150022,1,1,20829,1,35,11,116,52,60,415000,415000
2020,202001,456557,2020000034204,20829,2020004565571,150022,1,2,14803,2,35,11,114,20,60,25200,25000
2020,202001,456688,2020000046570,10742,2020004566881,240122,1,1,10742,2,48,11,114,52,20,12000,12000
2020,202001,456688,2020000046570,10742,2020004566881,240122,1,2,22925,2,27,6,65,52,30,10000,10000
2020,202001,457081,2020000085815,8777,2020004570811,230122,1,1,8777,1,42,7,71,52,40,56000,56000
2020,202001,457081,2020000085815,8777,2020004570811,230122,1,2,8253,2,36,7,71,52,40,34000,34000
2020,202001,457212,2020000098666,10349,2020004572121,230022,1,1,10349,2,27,8,81,52,40,65000,65000
2020,202001,457212,2020000098666,10349,2020004572121,230022,1,2,12052,1,28,10,101,16,40,5000,5000
2020,202001,457474,2020000122904,18733,2020004574741,220022,1,1,18733,1,57,7,71,52,40,92000,92000
2020,202001,457474,2020000122904,18733,2020004574741,220022,1,2,18471,2,57,7,71,0,0,0,0
2020,202001,457474,2020000122904,18733,2020004574741,220022,1,3,28427,1,22,6,61,52,30,12000,12000
2020,202001,457474,2020000122904,18733,2020004574741,220022,1,4,24759,1,18,6,61,52,35,5200,5200
2020,202001,457605,2020000135016,14934,2020004576051,100022,1,1,14934,1,26,6,63,52,40,65000,65000
2020,202001,457736,2020000147562,18733,2020004577361,240222,1,1,18733,1,40,11,114,52,60,415000,415000
2020,202001,457867,2020000161802,10087,2020004578671,100022,1,1,10087,1,60,6,63,0,0,30000,0
2020,202001,457867,2020000161802,10087,2020004578671,100022,1,2,9563,2,60,6,65,0,0,4200,0
2020,202001,457998,2020000175067,26855,2020004579981,230022,1,1,26855,1,30,10,101,0,0,500,0
2020,202001,457998,2020000175067,26855,2020004579981,230022,1,2,31964,1,28,6,63,52,40,36000,36000
2020,202001,458129,2020000188218,22794,2020004581291,40022,1,1,22794,1,59,6,63,52,26,11020,11000
2020,202001,458260,2020000201174,8646,2020004582601,240222,1,1,8646,1,50,11,114,52,38,98000,82000
2020,202001,458260,2020000201174,8646,2020004582601,240222,1,2,10611,2,47,11,114,52,60,53500,53000
2020,202001,458653,2020000237861,14672,2020004586531,100022,1,1,14672,2,49,2,26,0,0,8400,0
2020,202001,458653,2020000237861,14672,2020004586531,100022,1,2,11659,1,53,4,40,27,30,19000,19000
2020,202001,458784,2020000250257,57902,2020004587841,40022,1,1,57902,1,48,6,63,52,40,415000,415000
2020,202001,458784,2020000250257,57902,2020004587841,40022,1,2,67334,2,42,7,71,52,40,46000,46000
2020,202001,458915,2020000261916,16637,2020004589151,220022,1,1,16637,1,39,11,114,52,50,50000,50000
2020,202001,458915,2020000261916,16637,2020004589151,220022,1,2,15589,2,39,6,64,52,24,26200,26200
2020,202001,459308,2020000298163,15327,2020004593081,150022,1,1,15327,1,47,11,114,52,48,662000,152000
2020,202001,459308,2020000298163,15327,2020004593081,150022,1,2,20305,2,49,11,115,38,10,195000,155000
2020,202001,459570,2020000320279,11790,2020004595701,30022,1,1,11790,2,54,6,63,33,36,12000,12000
2020,202001,459570,2020000320279,11790,2020004595701,30022,1,2,9694,1,55,6,64,0,0,10200,0
2020,202001,459701,2020000331675,15589,2020004597011,230122,1,1,15589,2,40,10,101,52,45,58000,58000
2020,202001,459832,2020000342367,11659,2020004598321,120022,1,1,11659,2,49,6,65,47,30,33000,31000
2020,202001,459832,2020000342367,11659,2020004598321,120022,1,2,9563,1,48,7,71,52,40,77000,77000
2020,202001,459963,2020000353693,11266,2020004599631,240122,1,1,11266,1,41,8,81,52,40,72000,72000
2020,202001,460094,2020000364364,9432,2020004600941,240022,1,1,9432,2,45,6,65,0,0,3360,0
2020,202001,460225,2020000378563,28689,2020004602251,220022,1,1,28689,1,43,11,114,52,40,177000,177000
2020,202001,460225,2020000378563,28689,2020004602251,220022,1,2,27117,2,42,6,63,0,0,0,0
2020,202001,460487,2020000403823,202395,2020004604871,230122,1,1,202395,2,52,10,101,25,5,23000,0
2020,202001,460618,2020000415251,9694,2020004606181,240222,1,1,9694,2,48,8,81,52,60,530000,6000
2020,202001,460618,2020000415251,9694,2020004606181,240222,1,2,8908,1,43,11,115,52,65,180000,180000
2020,202001,460618,2020000415251,9694,2020004606181,240222,1,3,11659,1,21,7,71,32,16,8000,8000
2020,202001,460749,2020000428045,17292,2020004607491,80022,1,1,17292,2,41,6,63,0,0,0,0
2020,202001,460749,2020000428045,17292,2020004607491,80022,1,2,16768,1,44,6,63,52,40,65000,65000
2020,202001,460749,2020000428045,17292,2020004607491,80022,1,3,23449,1,20,7,71,12,10,2000,2000
2020,202001,461011,2020000452239,8777,2020004610111,240022,1,3,18995,2,25,6,65,52,25,10100,10100
2020,202001,461273,2020000476101,10873,2020004612731,30022,1,1,10873,2,52,6,63,20,37,13300,5000
2020,202001,461273,2020000476101,10873,2020004612731,30022,1,2,15720,2,18,6,65,12,40,4800,4800
2020,202001,461404,2020000488444,11004,2020004614041,30022,1,1,11004,2,52,6,63,0,0,30000,0
2020,202001,461404,2020000488444,11004,2020004614041,30022,1,2,10480,1,44,6,63,52,50,30000,30000
2020,202001,461535,2020000501387,8515,2020004615351,200022,1,1,8515,1,50,6,63,52,60,73000,73000
2020,202001,461535,2020000501387,8515,2020004615351,200022,1,2,10349,2,50,6,63,52,36,28000,28000
2020,202001,461535,2020000501387,8515,2020004615351,200022,1,3,13100,2,21,6,63,52,12,10000,10000
2020,202001,461535,2020000501387,8515,2020004615351,200022,1,4,12314,1,18,6,61,52,20,15600,15600
2020,202001,461666,2020000514034,20567,2020004616661,250022,1,1,20567,2,39,8,81,0,0,7300,0
2020,202001,461666,2020000514034,20567,2020004616661,250022,1,2,30392,1,35,8,81,52,50,76000,76000
2020,202001,461666,2020000514034,20567,2020004616661,250022,1,5,28296,2,24,6,64,1,56,4000,4000
2020,202001,461666,2020000514034,20567,2020004616661,250022,1,6,34060,1,22,6,63,52,50,25000,25000
2020,202001,461928,2020000539556,10349,2020004619281,20022,1,2,26986,2,35,10,101,52,40,34000,34000
2020,202001,462321,2020000577356,5633,2020004623211,250022,1,2,6419,2,56,6,61,4,25,30000,0
2020,202001,462452,2020000587086,25021,2020004624521,220122,1,2,27903,1,60,6,63,0,0,3000,0
2020,202001,462583,2020000596908,22532,2020004625831,150122,1,1,22532,2,47,6,63,52,80,18000,18000
2020,202001,462583,2020000596908,22532,2020004625831,150122,1,2,21746,1,51,6,63,52,80,35000,35000
2020,202001,462583,2020000596908,22532,2020004625831,150122,1,3,25414,2,20,7,71,0,0,0,0
2020,202001,462845,2020000618928,38776,2020004628451,50022,1,1,38776,2,49,10,101,52,22,8600,8600
2020,202001,462845,2020000618928,38776,2020004628451,50022,1,2,27117,1,54,6,63,0,0,0,0
2020,202001,462976,2020000632203,9825,2020004629761,170022,1,2,18340,2,50,6,65,52,40,42000,42000
2020,202001,462976,2020000632203,9825,2020004629761,170022,1,3,21353,1,20,6,63,52,35,20000,20000
2020,202001,463107,2020000642855,15982,2020004631071,60022,1,1,15982,2,33,10,101,52,36,31200,31200
2020,202001,463107,2020000642855,15982,2020004631071,60022,1,2,16113,1,38,6,64,52,36,49500,49500
2020,202001,463107,2020000642855,15982,2020004631071,60022,1,3,16768,1,18,5,50,20,32,4000,4000
2020,202001,463238,2020000653480,12969,2020004632381,150122,1,1,12969,1,26,10,101,52,50,50000,50000
2020,202001,463500,2020000679460,9563,2020004635001,190022,1,2,18995,1,45,6,63,52,50,45000,45000
2020,202001,463631,2020000692393,25414,2020004636311,130022,1,1,25414,1,59,6,65,0,0,10600,0
2020,202001,463762,2020000705082,4061,2020004637621,130022,1,2,9301,2,18,4,40,0,0,0,0
2020,202001,463893,2020000717552,9170,2020004638931,240022,1,1,9170,2,39,6,63,1,30,14160,260
2020,202001,464024,2020000727510,7336,2020004640241,30022,1,1,7336,1,33,10,101,52,55,416000,415000
2020,202001,464024,2020000727510,7336,2020004640241,30022,1,2,6943,2,33,10,101,52,45,53000,52000
2020,202001,464155,2020000740586,11397,2020004641551,150022,1,1,11397,1,47,10,101,52,60,753000,415000
2020,202001,464155,2020000740586,11397,2020004641551,150022,1,2,9825,2,44,10,101,52,50,415000,415000
2020,202001,464286,2020000749604,7860,2020004642861,190022,1,1,7860,1,59,7,71,50,30,20000,20000
2020,202001,464286,2020000749604,7860,2020004642861,190022,1,2,8515,2,59,7,71,52,40,48000,48000
2020,202001,464286,2020000749604,7860,2020004642861,190022,1,3,18078,2,29,10,101,0,0,0,0
2020,202001,464548,2020000773731,6157,2020004645481,240122,1,1,6157,1,38,6,64,16,30,600,600
2020,202001,464679,2020000785138,14410,2020004646791,30022,1,1,14410,2,44,6,63,52,40,12600,12600
2020,202001,464810,2020000796603,26986,2020004648101,50022,1,2,26855,2,57,11,115,0,0,24000,0
2020,202001,464941,2020000810611,10349,2020004649411,90022,1,1,10349,2,37,8,81,52,40,61400,50000
2020,202001,464941,2020000810611,10349,2020004649411,90022,1,2,14803,1,35,8,81,32,30,6000,6000
2020,202001,465072,2020000822066,24759,2020004650721,40022,1,1,24759,2,26,6,65,0,0,0,0
2020,202001,465465,2020000859253,22794,2020004654651,30022,1,1,22794,2,26,6,63,52,40,31000,31000
2020,202001,465465,2020000859253,22794,2020004654651,30022,1,2,17423,1,18,4,40,0,0,0,0
2020,202001,465596,2020000871016,3799,2020004655961,30022,1,1,3799,2,58,5,50,0,0,0,0
2020,202001,465596,2020000871016,3799,2020004655961,30022,1,2,3930,1,55,3,30,52,40,37000,37000
2020,202001,465727,2020000882348,7729,2020004657271,230122,1,2,20043,2,54,10,101,5,45,9600,9600
2020,202001,465989,2020000904781,10742,2020004659891,10122,1,1,10742,1,41,10,101,52,38,40000,40000
2020,202001,465989,2020000904781,10742,2020004659891,10122,1,2,15851,2,35,6,61,0,0,0,0
2020,202001,466120,2020000917085,11790,2020004661201,70022,1,1,11790,2,42,7,71,52,32,13040,13000
2020,202001,466120,2020000917085,11790,2020004661201,70022,1,2,11921,1,49,10,101,0,0,6000,0
2020,202001,466120,2020000917085,11790,2020004661201,70022,1,3,12314,1,18,6,63,0,0,0,0
2020,202001,466251,2020000928708,20960,2020004662511,20022,1,1,20960,2,48,6,65,52,40,23000,23000
2020,202001,466513,2020000953651,16113,2020004665131,90022,1,1,16113,1,58,5,50,0,0,0,0
2020,202001,466513,2020000953651,16113,2020004665131,90022,1,2,12183,2,55,5,50,0,0,0,0
2020,202001,466775,2020000976358,4847,2020004667751,240222,1,1,4847,2,41,10,101,52,37,45000,45000
2020,202001,467168,2020001008903,15589,2020004671681,100022,1,1,15589,2,42,6,64,28,12,2000,2000
2020,202001,467168,2020001008903,15589,2020004671681,100022,1,2,16506,1,46,6,63,26,84,140000,140000
2020,202001,467168,2020001008903,15589,2020004671681,100022,1,3,16768,2,18,6,63,0,0,0,0
2020,202001,467299,2020001022285,25807,2020004672991,230122,1,1,25807,2,19,6,65,52,70,28000,28000
2020,202001,467299,2020001022285,25807,2020004672991,230122,1,2,25938,1,22,6,65,52,40,21100,21100
2020,202001,467430,2020001033878,16899,2020004674301,20022,1,1,16899,1,35,11,114,52,35,65000,65000
2020,202001,467430,2020001033878,16899,2020004674301,20022,1,2,19388,2,31,7,71,0,0,0,0
2020,202001,467561,2020001047829,10480,2020004675611,230122,1,3,10742,1,31,11,114,52,40,66010,65000
2020,202001,467561,2020001047829,10480,2020004675611,230122,1,6,10349,2,25,0,2,52,40,53100,53000
2020,202001,467692,2020001060295,7336,2020004676921,70022,1,3,9432,1,40,10,101,52,40,43000,43000
2020,202001,467692,2020001060295,7336,2020004676921,70022,1,4,9694,1,37,8,81,0,0,9400,0
2020,202001,468085,2020001094982,23187,2020004680851,230022,1,1,23187,1,30,7,71,52,40,70000,70000
2020,202001,468085,2020001094982,23187,2020004680851,230022,1,2,21746,2,26,6,61,0,0,0,0
2020,202001,468478,2020001132443,283877,2020004684781,20022,1,1,283877,1,40,8,81,44,40,11900,10000
2020,202001,468609,2020010016167,1179,2020004686091,50023,4,1,1179,1,19,7,71,2,15,230,230
2020,202001,468871,2020010075459,8908,2020004688711,100023,3,1,8908,1,48,10,101,0,0,0,0
2020,202001,469002,2020010099466,6288,2020004690021,40023,4,1,6288,2,21,7,71,40,15,8000,8000
2020,202001,469133,2020010127642,2620,2020004691331,80023,4,1,2620,2,21,6,63,52,10,13000,8000
2020,202001,469264,2020010154248,1179,2020004692641,40023,4,1,1179,1,39,0,2,0,0,0,0
2020,202001,469395,2020010181294,655,2020004693951,10023,4,1,655,1,29,6,63,0,0,0,0
2020,202001,469657,2020000042784,6026,2020004696571,50023,1,1,6026,1,48,8,81,52,40,95000,95000
2020,202001,469657,2020000042784,6026,2020004696571,50023,1,2,6681,2,39,10,101,52,40,42000,42000
2020,202001,469919,2020000094145,12445,2020004699191,30023,1,1,12445,1,57,0,2,30,24,14000,13000
2020,202001,469919,2020000094145,12445,2020004699191,30023,1,2,6681,2,39,0,2,0,0,15000,0
2020,202001,470181,2020000146320,4716,2020004701811,10023,1,3,4192,2,37,10,101,52,22,14700,14700
2020,202001,470181,2020000146320,4716,2020004701811,10023,1,4,3930,2,55,6,63,0,0,13800,0
2020,202001,470443,2020000200930,23056,2020004704431,20023,1,1,23056,1,42,7,71,52,50,84400,42400
2020,202001,470574,2020000228578,20698,2020004705741,40023,1,1,20698,2,60,7,71,52,80,58000,58000
2020,202001,470967,2020000316958,58557,2020004709671,60023,1,1,58557,2,49,0,2,52,40,58000,58000
2020,202001,471360,2020000401823,5633,2020004713601,10023,1,1,5633,1,48,7,71,0,0,20000,0
2020,202001,471360,2020000401823,5633,2020004713601,10023,1,2,10611,2,24,6,63,24,50,15700,15700
2020,202001,471622,2020000454435,91438,2020004716221,80023,1,1,91438,1,47,0,2,52,40,37000,37000
2020,202001,471622,2020000454435,91438,2020004716221,80023,1,2,91569,2,42,6,64,52,35,6800,6800
2020,202001,472015,2020000543872,9825,2020004720151,30023,1,1,9825,1,35,5,50,8,30,3000,2400
2020,202001,472015,2020000543872,9825,2020004720151,30023,1,2,7467,2,35,6,63,44,4,17400,14000
2020,202001,472277,2020000594340,2489,2020004722771,10023,1,1,2489,1,60,8,81,52,48,98000,98000
2020,202001,472277,2020000594340,2489,2020004722771,10023,1,3,3144,1,26,10,101,52,40,40000,40000
2020,202001,472408,2020000621569,24104,2020004724081,80023,1,3,21353,2,27,7,71,0,0,0,0
2020,202001,472670,2020000676404,13493,2020004726701,30023,1,1,13493,1,39,11,114,52,40,60300,60000
2020,202001,472670,2020000676404,13493,2020004726701,30023,1,2,12576,2,40,10,101,52,40,12000,12000
2020,202001,472801,2020000706300,10611,2020004728011,20023,1,1,10611,2,54,8,81,0,0,9000,0
2020,202001,472801,2020000706300,10611,2020004728011,20023,1,2,12707,2,27,6,63,52,42,44600,36000
2020,202001,473063,2020000756106,38252,2020004730631,40023,1,1,38252,2,49,8,81,52,45,32000,32000
2020,202001,473194,2020000778693,14279,2020004731941,40023,1,1,14279,2,32,8,81,52,40,70000,70000
2020,202001,473194,2020000778693,14279,2020004731941,40023,1,2,16375,1,37,6,63,52,45,70000,70000
2020,202001,473325,2020000804275,13755,2020004733251,50023,1,1,13755,2,33,11,116,30,30,155900,114000
2020,202001,473325,2020000804275,13755,2020004733251,50023,1,2,13755,1,40,10,101,30,20,55000,55000
2020,202001,473456,2020000832557,36287,2020004734561,90023,1,1,36287,1,56,6,63,52,60,24300,24000
2020,202001,473587,2020000859717,45195,2020004735871,20023,1,2,39300,2,32,8,81,52,36,50000,50000
2020,202001,473718,2020000885763,17554,2020004737181,50023,1,1,17554,2,46,6,63,0,0,0,0
2020,202001,473718,2020000885763,17554,2020004737181,50023,1,2,12969,1,50,4,40,0,0,0,0
2020,202001,473718,2020000885763,17554,2020004737181,50023,1,3,15065,1,21,7,71,52,12,7500,7500
2020,202001,473718,2020000885763,17554,2020004737181,50023,1,4,14934,1,21,6,64,52,40,71000,71000
2020,202001,474766,2020001102749,18995,2020004747661,30023,1,1,18995,2,43,6,64,36,40,15000,15000
2020,202001,475028,2020010005590,4716,2020004750281,50124,3,1,4716,1,56,5,50,0,0,9000,0
2020,202001,475290,2020010021073,9825,2020004752901,140024,4,1,9825,1,23,7,71,52,40,18000,18000
2020,202001,475421,2020010029337,3668,2020004754211,120224,4,1,3668,2,25,6,63,0,0,0,0
2020,202001,475814,2020010051061,7074,2020004758141,120424,3,1,7074,1,36,7,71,0,0,0,0
2020,202001,475945,2020010057599,2227,2020004759451,50424,3,1,2227,2,47,10,101,0,0,6000,0
2020,202001,476076,2020010065548,1310,2020004760761,110524,3,1,1310,2,33,6,64,0,0,0,0
2020,202001,476207,2020010074022,5633,2020004762071,70024,3,1,5633,1,27,6,63,0,0,0,0
2020,202001,476338,2020010081187,9170,2020004763381,80424,4,1,9170,1,20,7,71,0,0,0,0
2020,202001,476731,2020010102320,9563,2020004767311,50424,4,1,9563,2,21,7,71,1,40,8000,8000
2020,202001,476862,2020010110391,7074,2020004768621,50424,4,1,7074,2,23,10,101,52,30,16000,16000
2020,202001,477124,2020010126961,9301,2020004771241,140024,4,1,9301,2,18,6,65,0,0,0,0
2020,202001,477255,2020010135027,9432,2020004772551,20024,3,1,9432,1,25,6,64,0,0,0,0
2020,202001,477386,2020010144132,1965,2020004773861,110124,4,1,1965,2,18,6,65,0,0,0,0
2020,202001,477517,2020010152323,1572,2020004775171,120424,4,1,1572,1,44,2,26,0,0,0,0
2020,202001,477648,2020010160480,3144,2020004776481,30124,4,1,3144,1,28,11,114,1,40,3000,3000
2020,202001,477910,2020010175085,8122,2020004779101,80324,4,1,8122,2,19,7,71,0,0,0,0
2020,202001,478172,2020000003083,10218,2020004781721,80124,1,1,10218,2,57,5,50,52,40,20800,20800
2020,202001,478172,2020000003083,10218,2020004781721,80124,1,2,15196,1,50,4,40,0,0,0,0
2020,202001,478303,2020000011884,16506,2020004783031,30224,1,1,16506,2,50,11,114,52,30,80000,80000
2020,202001,478434,2020000019827,50959,2020004784341,80524,1,1,50959,1,50,11,114,52,40,150000,150000
2020,202001,478434,2020000019827,50959,2020004784341,80524,1,2,50566,2,39,11,116,0,0,250000,0
2020,202001,478565,2020000029540,25807,2020004785651,50324,1,1,25807,2,31,8,81,52,40,30000,30000
2020,202001,478565,2020000029540,25807,2020004785651,50324,1,2,30785,2,31,6,63,52,36,18000,18000
2020,202001,478827,2020000045714,97857,2020004788271,120224,1,1,97857,1,33,11,114,52,40,110000,110000
2020,202001,478827,2020000045714,97857,2020004788271,120224,1,2,105455,2,30,11,115,52,40,70000,70000
2020,202001,478958,2020000053009,24890,2020004789581,100724,1,1,24890,1,60,0,2,52,70,22000,22000
